# engine	entry	ratio	mode	metric	value
baseline-v1	story	1.1	once	mod_expected_db	0.040111
baseline-v1	story	1.1	once	mod_band_peak_db	8.017903
baseline-v1	story	1.1	once	mod_acf_peak	0.000000
baseline-v1	story	1.1	once	adv_attack_rise_ratio	0.437655
baseline-v1	story	1.1	once	adv_attack_crest_ratio	1.017187
baseline-v1	story	1.1	once	adv_attack_extra_peaks	1.666667
baseline-v1	story	1.1	once	adv_sa_attack_ratio	0.904583
baseline-v1	story	1.1	once	sa_flatness_delta	0.004159
baseline-v1	story	1.1	once	sa_lufs_delta_db	0.172855
baseline-v1	story	1.1	pingpong	trailing_silence	0.065520
baseline-v1	story	1.1	pingpong	spectral_delta_db	0.343203
baseline-v1	story	1.1	pingpong	mod_expected_db	-2.716100
baseline-v1	story	1.1	pingpong	mod_band_peak_db	7.498584
baseline-v1	story	1.1	pingpong	mod_acf_peak	0.000000
baseline-v1	story	1.1	pingpong	adv_attack_rise_ratio	0.606642
baseline-v1	story	1.1	pingpong	adv_attack_crest_ratio	1.054159
baseline-v1	story	1.1	pingpong	adv_attack_extra_peaks	2.000000
baseline-v1	story	1.1	pingpong	adv_sa_attack_ratio	0.990538
baseline-v1	story	1.1	pingpong	sa_flatness_delta	0.004968
baseline-v1	story	1.1	pingpong	sa_lufs_delta_db	0.389732
baseline-v1	story	1.25	once	trailing_silence	0.074562
baseline-v1	story	1.25	once	mod_expected_db	-7.166094
baseline-v1	story	1.25	once	mod_band_peak_db	11.710442
baseline-v1	story	1.25	once	mod_acf_peak	0.000000
baseline-v1	story	1.25	once	adv_attack_rise_ratio	1.364155
baseline-v1	story	1.25	once	adv_attack_crest_ratio	0.989772
baseline-v1	story	1.25	once	adv_attack_extra_peaks	2.666667
baseline-v1	story	1.25	once	adv_sa_attack_ratio	0.960714
baseline-v1	story	1.25	once	sa_flatness_delta	0.010850
baseline-v1	story	1.25	once	sa_lufs_delta_db	0.535255
baseline-v1	story	1.25	pingpong	trailing_silence	0.074562
baseline-v1	story	1.25	pingpong	spectral_delta_db	0.326977
baseline-v1	story	1.25	pingpong	mod_expected_db	-11.506458
baseline-v1	story	1.25	pingpong	mod_band_peak_db	12.917639
baseline-v1	story	1.25	pingpong	mod_acf_peak	0.000000
baseline-v1	story	1.25	pingpong	adv_attack_rise_ratio	0.633286
baseline-v1	story	1.25	pingpong	adv_attack_crest_ratio	1.197248
baseline-v1	story	1.25	pingpong	adv_attack_extra_peaks	2.000000
baseline-v1	story	1.25	pingpong	adv_sa_attack_ratio	0.914127
baseline-v1	story	1.25	pingpong	sa_flatness_delta	0.007751
baseline-v1	story	1.25	pingpong	sa_lufs_delta_db	0.383434
